name,address,city,state,zip,inspection_score
guckenheimer services llc,345 spear st 7th floor,San Francisco,CA,94105,98.0
trop bon catering,103 horne ave.,San Francisco,CA,94124,87.0
birba,458 grove st,San Francisco,CA,94102,98.0
janchay's bistro.,400 waller st,San Francisco,CA,94117,94.0
guckenheimer 1090.01,345 spear st. (3rd floor),San Francisco,CA,94105,100.0
wing wings,422 haight st,San Francisco,CA,94117,92.0
"umo bbq, llc",103 horne ave,San Francisco,CA,94124,100.0
laguna,602 hayes st,San Francisco,CA,94102,82.0
word on the street,103 horne ave.,San Francisco,CA,94124,100.0
orchids cafe,1031 ocean ave,San Francisco,CA,94127,92.0
me and tasty,3970 17th st b,San Francisco,CA,94114,88.0
st. john of god senior meals progra,1290 05th ave,San Francisco,CA,94122,98.0
safeway #759,625 monterey blvd,San Francisco,CA,94127,96.0
"fullskoop, inc.",103 hoirne ave  unit 212,San Francisco,CA,94124,98.0
prather ranch meat co.,1 ferry building  #33,San Francisco,CA,94111,94.0
minna sf group llc,142 minna st,San Francisco,CA,94105,64.0
humphry slocombe,1 ferry building,San Francisco,CA,94111,100.0
canyon market,2815 diamond st,San Francisco,CA,94131,83.0
domino's #8421,5200 geary blvd,San Francisco,CA,94118,90.0
hole in the wall coffee,524 union st,San Francisco,CA,94133,90.0
lucky coffee,1001 potrero ave,San Francisco,CA,94110,80.0
tacobar,2401 california st,San Francisco,CA,94115,87.0
sam's grill & seafood restaurant,374 bush st,San Francisco,CA,94104,92.0
bohemian cigar store,566 columbus ave,San Francisco,CA,94133,86.0
pho ha tien,1900 ocean ave,San Francisco,CA,94127,82.0
rock japanese cuisine,614 pine st,San Francisco,CA,94108,85.0
ramen underground,356 kearny st,San Francisco,CA,94108,86.0
muguboka restaurant,401 balboa st,San Francisco,CA,94118,94.0
breadbelly,1408 clement st,San Francisco,CA,94118,96.0
genji sushi,399 04th st,San Francisco,CA,94107,96.0
gino's grocery company,2500 fillmore st,San Francisco,CA,94115,83.0
blue bottle cafe,66 mint st,San Francisco,CA,94103,91.0
st. pauls school,1690 church st,San Francisco,CA,94131,94.0
twenty five lusk,25 lusk st,San Francisco,CA,94107,96.0
city pizza and burger inc.,464 broadway st,San Francisco,CA,94133,86.0
a la turca,869 geary st,San Francisco,CA,94109,81.0
chenery market,100 chenery st,San Francisco,CA,94131,90.0
les croissants,2 california st,San Francisco,CA,94111,82.0
el toro taqueria,598 valencia st,San Francisco,CA,94110,83.0
swamp restaurant,5423 geary blvd,San Francisco,CA,94121,90.0
barcha,28 fremont st,San Francisco,CA,94105,80.0
ilobasco restaurant & pupuseria,2680 san bruno ave,San Francisco,CA,94134,72.0
"the estate kitchen, llc",799 bryant st,San Francisco,CA,94107,88.0
julie's kitchen,50 fremont st,San Francisco,CA,94105,86.0
grumpy's american pub,125 vallejo st,San Francisco,CA,94111,84.0
the iron cactus,683 04th st,San Francisco,CA,94107,88.0
susiecakes bakery,50 fremont st #125,San Francisco,CA,94105,100.0
the creamery,685 04th st,San Francisco,CA,94107,90.0
giddy,2299 market st b,San Francisco,CA,94114,98.0
afc sushi @safeway 739,3350 mission st,San Francisco,CA,94110,98.0
bruno's,2389 mission st,San Francisco,CA,94110,96.0
u dessert story,3489 16th st,San Francisco,CA,94114,92.0
just for you cafe inc.,732 22nd st,San Francisco,CA,94107,87.0
sutter fine foods,988 sutter st,San Francisco,CA,94109,83.0
amelie,1754 polk st,San Francisco,CA,94109,92.0
pacific heights chevron,2500 california st,San Francisco,CA,94115,98.0
cha cha cha,1801 haight st,San Francisco,CA,94117,76.0
nob hill liquors,1000 hyde st,San Francisco,CA,94109,92.0
stop-n-wrap,1217 geneva ave,San Francisco,CA,94112,90.0
kezar bar & restaurant,900 cole st,San Francisco,CA,94117,85.0
lush gelato,1817 polk st,San Francisco,CA,94109,94.0
chanvi,1063 market st,San Francisco,CA,94103,92.0
hidden star orchards,1 ferry building  suite 50,San Francisco,CA,94111,100.0
lolo restaurant,974 valencia st,San Francisco,CA,94110,94.0
bacon bacon llc,205 a frederick st,San Francisco,CA,94117,88.0
osteria,3277 sacramento st,San Francisco,CA,94115,92.0
king knish,1 ferry building #50,San Francisco,CA,94111,100.0
hooker's sweet treats,442 hyde st,San Francisco,CA,94109,100.0
basil thai restaurant & bar,1175 folsom st,San Francisco,CA,94103,86.0
van ness cafe & gyros,826 van ness ave,San Francisco,CA,94109,82.0
honey honey cafe,599 post st,San Francisco,CA,94109,82.0
pasta moto of san francisco centre llc,845 market st fe6,San Francisco,CA,94103,73.0
sf newa,407 ellis st,San Francisco,CA,94102,88.0
eat sushi,1516 folsom st,San Francisco,CA,94103,90.0
bill's place,2315 clement st,San Francisco,CA,94121,94.0
yield,2490 03rd st,San Francisco,CA,94107,89.0
wolfes lunch,1220 16th st,San Francisco,CA,94107,66.0
cantata coffee shop,1708 haight st,San Francisco,CA,94117,100.0
the olympic club bar/grill,524 post st 1st floor,San Francisco,CA,94102,92.0
union street produce,801 union st,San Francisco,CA,94133,96.0
the olympic club cafe,524 post st basement,San Francisco,CA,94102,96.0
franklin market,1528 franklin st,San Francisco,CA,94109,96.0
monsieur benjamin,451 gough st,San Francisco,CA,94102,98.0
woerner's liquor,901 geary st,San Francisco,CA,94109,96.0
aria,932 larkin st,San Francisco,CA,94109,85.0
hiep-thanh market,724 larkin st,San Francisco,CA,94109,84.0
la canasta take-out,3006 buchanan st,San Francisco,CA,94123,88.0
cafe bunn mi,417 clement st,San Francisco,CA,94118,81.0
street meet,2380 san bruno ave,San Francisco,CA,94134,86.0
chef's work in the truck,428 11th st,San Francisco,CA,94103,91.0
wow naan-n-curry,642 irving st,San Francisco,CA,94122,78.0
intercontinental mark hopkins,999 california st b1 california level,San Francisco,CA,94108,98.0
golden donuts,5401 geary blvd,San Francisco,CA,94121,90.0
sfsu resident dining,801 font blvd,San Francisco,CA,94132,90.0
safeway #2646,735 07th ave,San Francisco,CA,94118,98.0
ted's market,1530 howard st,San Francisco,CA,94103,86.0
bandit,683 geary st,San Francisco,CA,94102,90.0
st. anthony foundation,121 golden gate ave,San Francisco,CA,94102,96.0
"campton place sf, a taj hotel-restaurant",340 stockton st,San Francisco,CA,94108,87.0
afc sushi @ safeway #2646,735 07 ave,San Francisco,CA,94118,100.0
901 columbus cafe,901 columbus ave,San Francisco,CA,94133,92.0
a2 cafe,450 irwin st,San Francisco,CA,94107,74.0
fort point beer company,1 ferry building  #54,San Francisco,CA,94111,100.0
"canton dim sum house, inc.",655 folsom st,San Francisco,CA,94107,71.0
canton dim sum house,655 folsom st,San Francisco,CA,94107,77.0
hing wang bakery,339 judah st,San Francisco,CA,94122,86.0
caffe centro,102 south park st,San Francisco,CA,94107,88.0
chevron #1712,1790 lombard st,San Francisco,CA,94123,96.0
home skillet sf,1001 market st.,San Francisco,CA,94103,88.0
san tung restaurant llc,1031 irving st,San Francisco,CA,94122,88.0
petes barbeque,2399 mission st,San Francisco,CA,94110,87.0
marcus rios,1800 mission st,San Francisco,CA,94103,98.0
tower carwash,1601 mission st,San Francisco,CA,94102,88.0
shanghai dumpling king,3319 balboa st,San Francisco,CA,94121,86.0
sixth course,1544 15th st,San Francisco,CA,94103,100.0
sam's market,580 precita ave,San Francisco,CA,94110,92.0
souvla catering,532 jessie st.,San Francisco,CA,94103,100.0
mollie stone's grand central market,2435 california st,San Francisco,CA,94115,82.0
mollie stone's grand central market (mezzanine level),2435 california st,San Francisco,CA,94115,92.0
saltroot cafe,2960 clement st,San Francisco,CA,94121,100.0
lifeworks @ levi's,1155 battery st,San Francisco,CA,94111,86.0
house of bagels,5030 geary blvd,San Francisco,CA,94118,94.0
brown sugar kitchen,1 ferry building  #41,San Francisco,CA,94111,100.0
afc sushi @ mollie stone's 2,2435 california st,San Francisco,CA,94115,100.0
afc sushi @ safeway 1507,2020 market st,San Francisco,CA,94114,89.0
hai ky mi gia,707 ellis st,San Francisco,CA,94109,81.0
safeway #1507,2020 market st,San Francisco,CA,94114,90.0
origin,1538 fillmore st,San Francisco,CA,94115,94.0
boudin sourdough bakery,3251 20th ave,San Francisco,CA,94132,88.0
tu kim's cafe,609 ellis st,San Francisco,CA,94109,90.0
precita park cafe,500 precita ave,San Francisco,CA,94110,93.0
java on ocean,1700 ocean ave,San Francisco,CA,94112,88.0
europa express,746-750 la playa st,San Francisco,CA,94121,94.0
the dry dock,2118 greenwich st,San Francisco,CA,94123,96.0
lombard shell,1800 lombard st,San Francisco,CA,94123,94.0
mr. holmes bakehouse,1042 larkin st,San Francisco,CA,94109,89.0
humphrey slocombe ice cream,"3450 3rd st., suite 4e",San Francisco,CA,94124,100.0
moscone convention center - stand #3,747 howard st,San Francisco,CA,94103,96.0
petit crenn,609 hayes st,San Francisco,CA,94102,90.0
ploy #2 thai cuisine,1770 haight st,San Francisco,CA,94117,74.0
moscone convention center - stand #4,747 howard st,San Francisco,CA,94103,92.0
pharaohs,608 geary st,San Francisco,CA,94102,90.0
dosa dosa llc (cart #1),100 post st,San Francisco,CA,94108,100.0
moscone convention center - stand #2,747 howard st,San Francisco,CA,94103,94.0
kabuki cinema,1881 post st level 1,San Francisco,CA,94115,98.0
domo,511 laguna st,San Francisco,CA,94102,90.0
kabuki cinema bistro bar,1881 post st level 2,San Francisco,CA,94115,100.0
moscone ctr. northside cafe/cafe d,747 howard st basement,San Francisco,CA,94103,88.0
kabuki cinema balcony bar,1881 post st level 3,San Francisco,CA,94115,98.0
tart to tart inc.,641 irving st,San Francisco,CA,94122,73.0
maple restaurant,5820 mission st,San Francisco,CA,94112,73.0
kufu-ya japanese restaurant inc.,7001 geary blvd,San Francisco,CA,94121,85.0
super burrito,1200 polk st,San Francisco,CA,94109,87.0
edinburgh castle pub,950 geary st,San Francisco,CA,94109,98.0
noc noc,557 haight st,San Francisco,CA,94117,90.0
poets cafe,100 larkin st,San Francisco,CA,94102,90.0
brenda's french soul food,652 b polk st,San Francisco,CA,94102,67.0
grill spot,2311 clement st,San Francisco,CA,94121,81.0
thai chef 2,4133 18th st,San Francisco,CA,94114,90.0
sf hilton main kitchen,333 o'farrell st,San Francisco,CA,94102,94.0
sweet mango dessert & cafe,5217 geary blvd,San Francisco,CA,94118,88.0
dnm hot pot,1115 clement st,San Francisco,CA,94118,93.0
"kogi gogi, inc",1358 09th ave,San Francisco,CA,94122,87.0
nespresso boutique bar,90 grant ave,San Francisco,CA,94108,92.0
angelina's deli-cafe & catering,6000 california st,San Francisco,CA,94121,94.0
st. anthony's elementary,299 precita ave,San Francisco,CA,94110,98.0
star-west metreon llc,135 4th st.,San Francisco,CA,94103,98.0
michael's food store,901 north point st,San Francisco,CA,94109,98.0
vegan-n-kabob,1109 fillmore st,San Francisco,CA,94115,74.0
kitchen story cafe,3499 16th st,San Francisco,CA,94114,88.0
liquor & deli on union square,423 stockton st,San Francisco,CA,94108,92.0
sweet lime inc.,2100 sutter st,San Francisco,CA,94115,90.0
first cake,5901 geary blvd,San Francisco,CA,94121,86.0
amawele's south african kitchen,"101 spear st., suite a7",San Francisco,CA,94105,87.0
calzone's,430 columbus ave,San Francisco,CA,94133,87.0
breaking bread,4 embarcadero center,San Francisco,CA,94111,87.0
mama ji's,4416 18th st,San Francisco,CA,94114,88.0
platform 248,248 09 st,San Francisco,CA,94103,88.0
oasis cafe,901 divisadero st,San Francisco,CA,94115,90.0
irish times bar and grill,500 sacramento st,San Francisco,CA,94111,80.0
grand hyatt - one up bar & espresso bar,345 stockton st mezzanine,San Francisco,CA,94108,89.0
delica,1 ferry building  #45,San Francisco,CA,94111,81.0
california pacific medical center-mission bernal campus,3555 cesar chavez st,San Francisco,CA,94110,96.0
benihana of tokyo,1737 post st,San Francisco,CA,94115,93.0
grand hyatt - one up restaurant,345 stockton st,San Francisco,CA,94108,92.0
atelier crenn,3127 fillmore st,San Francisco,CA,94123,98.0
ly's vietnamese cuisine,1779 lombard st,San Francisco,CA,94123,88.0
newkirk's,1002 potrero ave,San Francisco,CA,94110,96.0
norm's market,2201 bryant st,San Francisco,CA,94110,96.0
el rinconcito catracho 2,2976 mission st,San Francisco,CA,94110,74.0
mijita,1 ferry building,San Francisco,CA,94111,86.0
pride of the mediterranean,1761 fillmore st,San Francisco,CA,94115,75.0
cinderella bakery & cafe,0436 balboa st,San Francisco,CA,94118,87.0
pluto's,627 irving st,San Francisco,CA,94122,87.0
sidekick,1 ferry building  #19,San Francisco,CA,94111,93.0
venus cafe,700 clement st,San Francisco,CA,94118,80.0
gcafe,44 tehama st,San Francisco,CA,94105,74.0
cioppino's,400 jefferson st,San Francisco,CA,94109,83.0
oolong noodles restaurant,646 washington st,San Francisco,CA,94111,86.0
pacific street fish market,1199 stockton st #e,San Francisco,CA,94133,88.0
new fortune restaurant,811 stockton st,San Francisco,CA,94108,86.0
la flor de izote,3781 mission st,San Francisco,CA,94110,80.0
wok this way,560 balboa st,San Francisco,CA,94118,72.0
thai idea vegetarian,710 polk st,San Francisco,CA,94109,88.0
tricolore caffe' and pizzeria,590 washington st,San Francisco,CA,94111,98.0
patio cafe,531 castro st,San Francisco,CA,94114,90.0
prairie,3431 19th st,San Francisco,CA,94110,96.0
"ritz-carlton, sf -  p-37 restaurant and bar",600 stockton st 4th floor,San Francisco,CA,94108,96.0
the salad place & rotisserie,5392 mission st,San Francisco,CA,94112,98.0
ritz-carlton sf - employee cafeteria,600 stockton st 2nd floor,San Francisco,CA,94108,100.0
two sons sandwiches,2249 17th st,San Francisco,CA,94103,98.0
helmand palace,2424 van ness ave,San Francisco,CA,94109,94.0
hinodeya,1737 buchanan st,San Francisco,CA,94115,79.0
fresh & natural cafe,2425 geary blvd,San Francisco,CA,94115,93.0
the sandwich shop,2071 3rd st,San Francisco,CA,94109,96.0
cable car restaurant,1040 columbus ave,San Francisco,CA,94133,82.0
matko,"1 market plaza, pl24",San Francisco,CA,94105,100.0
amc-level #2,1000 van ness ave #2,San Francisco,CA,94109,90.0
st. francis memorial hospital - employees cafeteria,"900 hyde st, 2nd floor",San Francisco,CA,94109,100.0
izakaya kou,1560 fillmore st,San Francisco,CA,94115,84.0
pi bar,1432 valencia st,San Francisco,CA,94110,90.0
olivo's taqueria,1017 larkin st,San Francisco,CA,94109,89.0
piqueos llc,830 cortland ave,San Francisco,CA,94110,90.0
pepe's taqueria,101 spear st a15,San Francisco,CA,94103,94.0
mission's kitchen,2738 mission st,San Francisco,CA,94110,81.0
clooney's,1401 valencia st,San Francisco,CA,94110,83.0
octavia,1701 octavia st,San Francisco,CA,94109,93.0
fondue cowboy,1052 folsom st,San Francisco,CA,94103,96.0
pepper palace,2800 leavenworth st #a7,San Francisco,CA,94109,92.0
taco los altos,737 cortland ave,San Francisco,CA,94110,94.0
golden gate meat co,1 ferry building  #13,San Francisco,CA,94111,100.0
sorabol,101 spear st a12,San Francisco,CA,94105,94.0
freds at barneys new york,77 o'farrell st  6th floor,San Francisco,CA,94108,96.0
grand 7 liquor & deli,1740a cesar chavez st,San Francisco,CA,94124,77.0
the links bar and grill,3129 clement st,San Francisco,CA,94121,98.0
guckenheimer/blue shield of ca,50 beale st 23rd floor,San Francisco,CA,94105,84.0
the upper crust baking co. inc,1 united nations plaza,San Francisco,CA,94102,100.0
rincon peruano restaurant,3364 26th st,San Francisco,CA,94110,92.0
your way to life foods,1 united nations pl,San Francisco,CA,94102,100.0
castro village wine co.,4119 19th st,San Francisco,CA,94114,100.0
tsing tao restaurant,3107 clement st,San Francisco,CA,94121,80.0
golden burma restaurant,15 boardman place,San Francisco,CA,94103,88.0
spicy queen,3809 geary blvd,San Francisco,CA,94108,88.0
jump start coffee & grocery,1192 guerrero st,San Francisco,CA,94110,87.0
clay oven indian cuisine,1689 church st,San Francisco,CA,94131,88.0
brendas meat & three,919 divisadero st,San Francisco,CA,94115,92.0
the house of kava,901 divisadero st,San Francisco,CA,94115,98.0
mai's vietnamese restaurant,316 clement st,San Francisco,CA,94118,90.0
marina theatre,2149 chestnut st,San Francisco,CA,94123,83.0
culinary arts & hospitality,50 phelan ave,San Francisco,CA,94112,91.0
presidio theatre,2340 chestnut st,San Francisco,CA,94123,86.0
t & l liquor store inc.,3168 mission st,San Francisco,CA,94110,92.0
sweet chinito,3100 mission st,San Francisco,CA,94110,94.0
cafe bakery,1365 noriega st,San Francisco,CA,94122,87.0
zaytoon,1136 valencia st,San Francisco,CA,94110,88.0
nordstrom espresso bar,865 market street,San Francisco,CA,94103,94.0
deena's market and smoke shop,600 o'farrell st,San Francisco,CA,94109,88.0
elsy's restaurant,2893 mission st,San Francisco,CA,94110,78.0
subway sandwiches & salads,1500 fillmore st,San Francisco,CA,94115,87.0
a desi cafe,1501 noriega st,San Francisco,CA,94112,79.0
greek town llc,88 02nd st,San Francisco,CA,94105,92.0
it' sugar,333 jefferson st space b-101,San Francisco,CA,94133,96.0
starco mart,1070 howard st,San Francisco,CA,94103,96.0
"susiecakes holdings, inc.",2109 chestnut st,San Francisco,CA,94123,100.0
subway on jefferson,333 jefferson st #125,San Francisco,CA,94133,98.0
kusakabe,584 washington st,San Francisco,CA,94111,96.0
terroir,81 langton st,San Francisco,CA,94103,94.0
hakka restaurant,4401 cabrillo st a,San Francisco,CA,94121,83.0
ginto,658 market st,San Francisco,CA,94104,81.0
house of bagels at mason,325 mason  unit 10,San Francisco,CA,94102,94.0
the clay pot house llc,1000 clement st,San Francisco,CA,94118,78.0
imperial tea court,1 ferry building #27,San Francisco,CA,94111,87.0
crepe & curry,5 embarcadero center,San Francisco,CA,94111,87.0
gift nosh llc,1186 valencia st unit 107,San Francisco,CA,94110,94.0
the grub-bies llc,123 02nd st,San Francisco,CA,94105,92.0
tupelo,1337 grant ave,San Francisco,CA,94133,92.0
la mar cebicheria peruana,pier 1.5,San Francisco,CA,94111,87.0
bistro coffee & oyster bar,452 balboa st,San Francisco,CA,94118,93.0
church street grocery,300 church st,San Francisco,CA,94114,96.0
scullery inc,687 geary st,San Francisco,CA,94102,93.0
