name,address,city,state,zip,inspection_score
tosai,3251 20th ave 159,San Francisco,CA,94132,85.0
thorough bread & pastry,248 church,San Francisco,CA,94114,100.0
nightbird,330 gough st,San Francisco,CA,94102,98.0
food and beverage on the run inc,276 noe st,San Francisco,CA,94114,96.0
snowflake treats,50 drumm st,San Francisco,CA,94111,100.0
aracely restaurant,401 13th st,San Francisco,CA,94130,90.0
mee mee bakery,1328 stockton st,San Francisco,CA,94133,84.0
guang dong barbecue tea house,2191 irving st,San Francisco,CA,94122,86.0
godiva chocolatier inc.,3251 20th ave 154,San Francisco,CA,94132,100.0
5th avenue deli & market,4 embarcadero center,San Francisco,CA,94111,84.0
park plaza fine foods,111 cambon dr,San Francisco,CA,94132,88.0
"silverhat bar, inc",678 green st,San Francisco,CA,94133,96.0
western addition senior citizen service,1390 turk st,San Francisco,CA,94115,88.0
kfc,1150 taraval st,San Francisco,CA,94116,98.0
chou chou bakery bistro,400 dewey blvd,San Francisco,CA,94116,96.0
zero zero,826 folsom st,San Francisco,CA,94107,94.0
j & m a-1 cafe restaurant llc,779 clay st,San Francisco,CA,94108,82.0
russell's convenience #605,333 market st,San Francisco,CA,94105,96.0
bravo pizza,5145 mission st,San Francisco,CA,94112,84.0
"hyde street seafood house & raw bar, inc",1509 hyde st,San Francisco,CA,94109,98.0
pork store cafe valencia,3122 16th st,San Francisco,CA,94103,89.0
chestnut street coffee roastery,2331 chestnut st,San Francisco,CA,94123,90.0
pizzeria delfina,2406 california st,San Francisco,CA,94115,100.0
starbucks coffee #9219,333 market st,San Francisco,CA,94105,96.0
wholesome bakery,295 divisadero st,San Francisco,CA,94117,92.0
red victorian,1665 haight st,San Francisco,CA,94117,94.0
the crepe cafe,333 jefferson st,San Francisco,CA,94133,85.0
louie's,55 stevenson st,San Francisco,CA,94105,82.0
pho 335,335 noe st,San Francisco,CA,94114,84.0
casablanca,off the grid,San Francisco,CA,94123,87.0
jamber,858 folsom st,San Francisco,CA,94107,88.0
bit me sandwiches,4230 18th st,San Francisco,CA,94114,84.0
sf christian day school,25 whittier st,San Francisco,CA,94112,92.0
manny's,3092 16th st,San Francisco,CA,94103,94.0
rt rotisserie,101 oak st,San Francisco,CA,94102,98.0
jijime,5524 geary blvd,San Francisco,CA,94121,90.0
o'connell high school,2355 folsom st,San Francisco,CA,94110,100.0
piece of heaven,1380 sutter st,San Francisco,CA,94109,98.0
epiphany elementary,600 italy ave,San Francisco,CA,94112,100.0
mauer park,500 church st,San Francisco,CA,94114,93.0
limoncello,1400 sutter st.,San Francisco,CA,94109,96.0
rosa parks senior center,1251 turk st,San Francisco,CA,94102,89.0
seniores pizza,559 divisadero st,San Francisco,CA,94117,94.0
peter d's restaurant,2201 van ness st,San Francisco,CA,94109,65.0
capurro's,498 jefferson st,San Francisco,CA,94109,91.0
ristorante milano,1448 pacific ave,San Francisco,CA,94109,92.0
above and beyond catering,2565 03rd st  #336,San Francisco,CA,94107,94.0
ty sandwich,4829 mission st,San Francisco,CA,94112,89.0
wingtip,550 montgomery st 10th floor,San Francisco,CA,94111,86.0
fork and spoon productions,"2565 03rd st, #336",San Francisco,CA,94107,100.0
underdogs sports bar & grill,1824 irving st,San Francisco,CA,94122,87.0
the barrel room,415 sansome st,San Francisco,CA,94111,92.0
swensen's of sf inc,1999 hyde st,San Francisco,CA,94109,98.0
mv scorpio,pier 41,San Francisco,CA,94133,100.0
rhea's deli & market,800 valencia st,San Francisco,CA,94110,90.0
steins,731 clement st,San Francisco,CA,94118,94.0
daigo sushi,2450 clement st,San Francisco,CA,94121,88.0
azucar lounge,299 09th st,San Francisco,CA,94103,94.0
american conservatory theater,1127 market st,San Francisco,CA,94102,98.0
mv bay breeze,pier 41,San Francisco,CA,94133,98.0
golden bear,pier 41,San Francisco,CA,94133,89.0
royal star,pier 41,San Francisco,CA,94133,93.0
home for elderly,380 clementina st,San Francisco,CA,94103,100.0
peralta,pier 41,San Francisco,CA,94133,96.0
otd,2232 bush st,San Francisco,CA,94115,94.0
flor de cafe,1020 valencia st.,San Francisco,CA,94110,92.0
contraband coffee llc,1415 larkin st,San Francisco,CA,94109,100.0
japanese house,480 6th st,San Francisco,CA,94103,82.0
rusty's southern llc,750 ellis st,San Francisco,CA,94109,84.0
mission hunan restaurant,2960 16th st,San Francisco,CA,94103,72.0
yo yo's,318 pacific ave,San Francisco,CA,94111,100.0
anh hong phu-nhuan restaurant,808 geary st,San Francisco,CA,94109,90.0
cybelle's front room,1385 09th ave,San Francisco,CA,94122,92.0
san francisco fish company,1 ferry buiding  #31,San Francisco,CA,94111,100.0
sunset bakery,1410 09th ave,San Francisco,CA,94122,100.0
basil canteen,1489 folsom st,San Francisco,CA,94103,86.0
"7-eleven, store 2231-33501",564 market st,San Francisco,CA,94104,92.0
estela's,891 bush st,San Francisco,CA,94108,92.0
convenience deli & grocery,1201 laguna st,San Francisco,CA,94115,90.0
cafe-rosso,1600 holloway ave,San Francisco,CA,94132,90.0
kazan,2809 24th st,San Francisco,CA,94110,87.0
"natural market, inc.",2201 pine st,San Francisco,CA,94115,94.0
del popolo llc,269 chattanooga st,San Francisco,CA,94114,96.0
moonchef llc,945 sacramento st,San Francisco,CA,94108,96.0
tai chi jiangbing,1325 9th ave,San Francisco,CA,94122,91.0
soma chicken and salad,101 spear st #a24,San Francisco,CA,94105,65.0
one boiling pot,1155 taraval st,San Francisco,CA,94116,91.0
la loma produce #8,2840 mission st.,San Francisco,CA,94110,72.0
taqueria dos charros,55 cambon dr,San Francisco,CA,94132,67.0
taqueria gonzalez,2531 san bruno ave.,San Francisco,CA,94134,87.0
tin vietnamese cuisine,937 howard st,San Francisco,CA,94103,88.0
"heritage, the",3400 laguna st,San Francisco,CA,94123,100.0
coffee cultures soma,1301 mission st.,San Francisco,CA,94103,90.0
shanghai house,3641 balboa st,San Francisco,CA,94121,84.0
casa thai market,3020 16th st,San Francisco,CA,94103,83.0
grubstake,1525 pine st,San Francisco,CA,94109,94.0
new castillito inc.,2092 mission st,San Francisco,CA,94110,90.0
goodfellas pizzeria & grill,377 bay st suite a,San Francisco,CA,94133,84.0
crepes ooh la la,1220 polk st,San Francisco,CA,94109,94.0
"fame venue, llc",443 broadway st,San Francisco,CA,94133,96.0
baladie cafe,337 kearny st,San Francisco,CA,94108,83.0
city cafe,50 phelan ave,San Francisco,CA,94112,85.0
freddie's sandwiches,300 francisco st,San Francisco,CA,94133,94.0
chevron #1539,1288 19th ave,San Francisco,CA,94122,100.0
dottie's true blue cafe,28 6th st.,San Francisco,CA,94103,88.0
martha & bros coffee co,745 cortland ave,San Francisco,CA,94110,94.0
rosa mexicano,30 mission st,San Francisco,CA,94105,88.0
calabria bros.,4763 mission st,San Francisco,CA,94112,96.0
sfdh - scala's bistro restaurant,450 powell st 1st floor,San Francisco,CA,94102,70.0
"san francisco crepe co, inc",350 11th st,San Francisco,CA,94103,100.0
gold coast grill & catering,1650 holloway ave,San Francisco,CA,94132,94.0
sfdh - employee cafeteria,450 powell st basement,San Francisco,CA,94102,88.0
bon appetit @ adobe,601 townsend street,San Francisco,CA,94107,88.0
sfdh - banquet main kitchen,450 powell st 2nd floor,San Francisco,CA,94102,90.0
sfdh - scala's bistro bakery,450 powell st 1st floor,San Francisco,CA,94102,96.0
sfdh - harry denton's starlight room,450 powell st 21st floor,San Francisco,CA,94108,91.0
oyaji restaurant,3123 clement st,San Francisco,CA,94121,81.0
castagnola's restaurant,286 jefferson st,San Francisco,CA,94133,90.0
subway #4066,5650 geary blvd,San Francisco,CA,94121,91.0
golden state pizza and grill,2414 san bruno ave,San Francisco,CA,94134,94.0
la fisheria,428 11th st,San Francisco,CA,94103,91.0
lalita thai restaurant & bar,96 mcallister st,San Francisco,CA,94102,96.0
sheba restaurant & lounge,1419 fillmore st,San Francisco,CA,94115,83.0
saap ver,88 division st,San Francisco,CA,94103,90.0
taylor st. coffee shop,375 taylor st,San Francisco,CA,94102,90.0
"new fruit garden, llc",1216 stockton st,San Francisco,CA,94133,88.0
glena's,632 20th st,San Francisco,CA,94107,100.0
west of pecos,550 valencia st,San Francisco,CA,94110,90.0
bon appetit @ airbnb,888 brannan st  1st fl,San Francisco,CA,94103,100.0
thanh tam ii,577 valencia st.,San Francisco,CA,94103,77.0
hall of flame burgers,73 cambon st,San Francisco,CA,94132,98.0
bacco,737 diamond st,San Francisco,CA,94114,81.0
lincoln way shell,601 lincoln way,San Francisco,CA,94122,96.0
la traviata,2854 mission st,San Francisco,CA,94110,87.0
mission street sports bar sf,2565 mission st.,San Francisco,CA,94110,90.0
bayside market,120 brannan st,San Francisco,CA,94107,76.0
eurest dining - verizon,201 spear st,San Francisco,CA,94104,100.0
homegrown sustainable sandwiches,222 battery st,San Francisco,CA,94111,92.0
eddy's market,951 irving st,San Francisco,CA,94122,96.0
the gap cafe,1 harrison st,San Francisco,CA,94105,93.0
jack in the box #558,4649 geary blvd,San Francisco,CA,94118,94.0
warfield theatre/f & b associates,982 market st,San Francisco,CA,94102,94.0
my tofu house,4627 geary blvd,San Francisco,CA,94118,81.0
mission asia noodle,5249 mission st.,San Francisco,CA,94112,87.0
cafe st jorge,3438 mission st,San Francisco,CA,94110,94.0
town & country club,218 stockton st,San Francisco,CA,94108,92.0
cesario,601 sutter st,San Francisco,CA,94102,78.0
civic restaurant & bar,272 mcallister st,San Francisco,CA,94102,77.0
sf bay club -  court commisary,150 greenwich st,San Francisco,CA,94111,88.0
the brandeis school of san francisco,655 brotherhood way,San Francisco,CA,94132,94.0
mcallister grocery & deli,136 mcallister st,San Francisco,CA,94102,83.0
nieves cinco de mayo produce,3052 16th st,San Francisco,CA,94103,88.0
mint,400 mcallister st,San Francisco,CA,94102,93.0
sf bay club - court cafe,150 greenwich st,San Francisco,CA,94111,86.0
rumors,398 07th st,San Francisco,CA,94103,82.0
king kee,101 cyril magnin st,San Francisco,CA,94102,96.0
park gyros,1201 09th ave,San Francisco,CA,94122,90.0
subway 30303,3911 alemany bl.,San Francisco,CA,94132,85.0
sanraku,101 04th st 1/f,San Francisco,CA,94103,82.0
sheridan elementary school,431 capitol ave,San Francisco,CA,94112,100.0
frank mccoppin elementary school,651 06th ave,San Francisco,CA,94118,96.0
francisco middle school,2190 powell st,San Francisco,CA,94133,94.0
subway sandwiches #61240,425 d battery st,San Francisco,CA,94111,100.0
spqr,1911 fillmore st,San Francisco,CA,94115,92.0
le central bistro corp,453 bush st,San Francisco,CA,94108,80.0
beanstalk - inner richmond,4555 california st,San Francisco,CA,94118,96.0
the olive garden italian,3251 20th ave,San Francisco,CA,94132,92.0
ashley's cafe,4454 california st,San Francisco,CA,94118,88.0
china fun express,211 kearny st,San Francisco,CA,94108,87.0
the progress,1525 fillmore st,San Francisco,CA,94115,90.0
cotogna,490 pacific ave,San Francisco,CA,94133,98.0
hss 121 cafe,1600 holloway ave,San Francisco,CA,94132,96.0
260 golden gate family residence,260 golden gate ave,San Francisco,CA,94102,100.0
rhoda goldman plaza,2180 post st,San Francisco,CA,94115,87.0
holy grill,659 townsend st,San Francisco,CA,94102,92.0
super mira,1790 sutter st,San Francisco,CA,94115,85.0
yasukochi's sweet shop,1790 sutter st,San Francisco,CA,94115,93.0
golden gate day health (st. anthony),350 golden gate ave,San Francisco,CA,94109,96.0
el castillito taqueria star,250 golden gate ave,San Francisco,CA,94102,82.0
prima cafe,215 fremont st suite 5b,San Francisco,CA,94105,83.0
kiss seafood,1708 laguna st,San Francisco,CA,94115,100.0
glen park elementary school,151 lippard ave,San Francisco,CA,94122,98.0
gap inc.,2 folsom street,San Francisco,CA,94105,96.0
the meatball bar,126 sutter st,San Francisco,CA,94104,91.0
sizzling pot king,139 8th st,San Francisco,CA,94103,86.0
elephant sushi,1916 hyde st,San Francisco,CA,94109,96.0
pistos tacos,2030 lombard st,San Francisco,CA,94123,96.0
hissho sushi @ andronico's,1200 irving st,San Francisco,CA,94122,98.0
andronica's community markets,1200 irving st,San Francisco,CA,94122,98.0
hotel adagio,550 geary st,San Francisco,CA,94102,89.0
foods co #357,1800 folsom st,San Francisco,CA,94103,88.0
cafe elena,1 market st,San Francisco,CA,94105,98.0
buffalo burgers restaurant,5317-19 geary blvd,San Francisco,CA,94121,87.0
biteunite of usa llc,600 south van ness ave 2,San Francisco,CA,94110,89.0
piperade,1015 battery st,San Francisco,CA,94111,96.0
kipp san francisco college preparatory,1195 hudson ave,San Francisco,CA,94124,89.0
eva's catering,pier 45,San Francisco,CA,94122,79.0
tacos el flaco,2901 03rd st,San Francisco,CA,94107,94.0
burger urge,1599 haight st,San Francisco,CA,94117,90.0
fillmore bake shop,1890 fillmore st,San Francisco,CA,94115,94.0
new mings restaurant,641 mission st,San Francisco,CA,94105,70.0
florio,1915 fillmore st,San Francisco,CA,94115,94.0
atlas tap room,606 mission st,San Francisco,CA,94105,92.0
green papaya restaurant,825 mission st,San Francisco,CA,94103,82.0
le petitt's kitchen,265 golden gate ave,San Francisco,CA,94109,96.0
sheng kee bakery & cafe,814-816 irving st,San Francisco,CA,94122,81.0
cocotte,1521 hyde st,San Francisco,CA,94109,83.0
rotee express,180 howard st,San Francisco,CA,94105,100.0
street restaurant,2141 polk st,San Francisco,CA,94109,86.0
house of sushi,2157 polk st,San Francisco,CA,94109,96.0
marla bakery,3619 balboa st,San Francisco,CA,94121,85.0
seven hills,1550 hyde st,San Francisco,CA,94109,96.0
caffe la stazione,701 pennsylvania ave #101a,San Francisco,CA,94107,93.0
wicked grounds,289 08th st,San Francisco,CA,94103,93.0
woods polk station,2255 polk st,San Francisco,CA,94109,96.0
tokyo express,660 sacramento st,San Francisco,CA,94111,74.0
celtic catering inc.,167 leland ave,San Francisco,CA,94134,89.0
nizario's pizza sfsu,1650 holloway ave,San Francisco,CA,94132,96.0
cafe mason,320 mason st,San Francisco,CA,94102,92.0
the pub at s.f.s.u.,1650 holloway ave c-134,San Francisco,CA,94132,100.0
simply delish llc,5668 03rd st,San Francisco,CA,94124,100.0
joseph lee recreation center,1395 mendell st,San Francisco,CA,94124,96.0
mikes grocery & liquor,2499 mission st,San Francisco,CA,94110,96.0
amasia hide's sushi bar,149 noe st,San Francisco,CA,94114,93.0
amphawa thai noodle house,5020 geary blvd,San Francisco,CA,94122,92.0
st. thomas more elementary school,50 thomas more way,San Francisco,CA,94132,98.0
mission preparatory inc,1050 york st,San Francisco,CA,94110,96.0
park gyros castro,449 castro st,San Francisco,CA,94114,90.0
local kitchen & wine merchant,330 01st st,San Francisco,CA,94105,82.0
slice house by tony gemignani,680 a 02nd st,San Francisco,CA,94107,78.0
acquolina,1600 stockton st,San Francisco,CA,94133,86.0
roti indian bistro llc,53 west  portal ave,San Francisco,CA,94127,87.0
chubby noodle,1310 grant ave,San Francisco,CA,94133,87.0
red cafe,2894 mission st,San Francisco,CA,94110,93.0
sodexo at academy of art,180 new montgomery st.,San Francisco,CA,94105,100.0
piccino,1001 minnesota st,San Francisco,CA,94107,88.0
la corneta,2731 mission st,San Francisco,CA,94110,96.0
subway #43108,4841 mission st,San Francisco,CA,94112,96.0
plow,1299 18th st,San Francisco,CA,94107,100.0
marcella's lasagneria e cucina,1099 tennessee st,San Francisco,CA,94107,94.0
tekka japanese restaurant,0537 balboa st,San Francisco,CA,94118,92.0
the richmond,615 balboa st,San Francisco,CA,94118,92.0
taqueria el sol #2,595 geary st,San Francisco,CA,94102,90.0
mccormick & kuleto's seafood restaunt,900 north point st,San Francisco,CA,94109,100.0
woods outbound,4045 judah st,San Francisco,CA,94122,100.0
ortega elementary school,400 sargent st,San Francisco,CA,94132,96.0
kawika's ocean beach deli and catering llc,734 la playa st,San Francisco,CA,94121,100.0
xpresso tea,6901 geary blvd,San Francisco,CA,94121,92.0
kfc/taco bell,4285 mission st,San Francisco,CA,94112,92.0
cup cafe,6 monterey blvd.,San Francisco,CA,94131,96.0
cafe jacqueline,1454 grant ave,San Francisco,CA,94133,98.0
toast eatery sf,1601 polk st,San Francisco,CA,94109,85.0
alioto's,foot of taylor st #8,San Francisco,CA,94133,90.0
on lok senior health services,1000 montgomery st,San Francisco,CA,94133,100.0
papito,317 connecticut st,San Francisco,CA,94107,87.0
nonna rose restaurant,foot of taylor st #7,San Francisco,CA,94133,90.0
stanza,1673 haight st,San Francisco,CA,94117,94.0
la promenade cafe,3643 balboa st,San Francisco,CA,94121,88.0
seasons restaurant,757 market st 5/fl,San Francisco,CA,94103,70.0
gordo taqueria #6,5450 geary blvd,San Francisco,CA,94121,91.0
college market,995 ellis st,San Francisco,CA,94109,77.0
san marcos restaurante,98 leland ave,San Francisco,CA,94134,82.0
mestiza taqueria,595 bryant st.,San Francisco,CA,94107,85.0
catering for two or more,5051 mission street,San Francisco,CA,94110,72.0
bai som thai kitchen,2121 clement st,San Francisco,CA,94121,85.0
grand lodge of california,5051 mission st,San Francisco,CA,94112,90.0
seasons bar,757 market st 5/fl,San Francisco,CA,94103,96.0
kim son restaurant,3614 balboa st,San Francisco,CA,94121,71.0
7 eleven #2366-35696a,221 sansome st,San Francisco,CA,94104,96.0
four seasons hotel- employee  cafeteria,757 market st base.,San Francisco,CA,94103,96.0
emporio rulli il caffe at union square,225 stockton st,San Francisco,CA,94108,90.0
bancarella,350 powell st,San Francisco,CA,94102,90.0
howard street coffee roastery cafe,180 howard st,San Francisco,CA,94105,84.0
pier 23 cafe inc,pier 23,San Francisco,CA,94111,89.0
tai chi restaurant,2031 polk st,San Francisco,CA,94109,82.0
tony's pizza,1570 stockton st,San Francisco,CA,94133,90.0
nobuyuki,2221 clement st,San Francisco,CA,94121,89.0
truly mediterranean,3109 16th st.,San Francisco,CA,94103,94.0
the dorian,2001 chestnut st,San Francisco,CA,94123,92.0
original joe's,601 union st,San Francisco,CA,94133,92.0
exit theatre,156 eddy st,San Francisco,CA,94102,100.0
cilantro sf taqueria,2257 mason st,San Francisco,CA,94133,90.0
ling ling cuisine restaurant,2517 san bruno ave,San Francisco,CA,94134,81.0
henry's convenience store,111 sutter st,San Francisco,CA,94104,92.0
starbucks #49304,580 california st suite 150,San Francisco,CA,94104,90.0
halal cart sf,1 market st,San Francisco,CA,94105,62.0
thirsty bear brewing co,661 howard st,San Francisco,CA,94105,81.0
torshi mexiterranean,343 sansome st suite 150,San Francisco,CA,94104,87.0
chouquet's,2500 washington st,San Francisco,CA,94115,82.0
takoba sf,138 minna st,San Francisco,CA,94105,94.0
gold dust lounge,165 jefferson st,San Francisco,CA,94133,79.0
belly good cafe & crepes,1737 post st. #393,San Francisco,CA,94115,96.0
gary danko,800 north point st,San Francisco,CA,94109,92.0
aptos middle school,105 aptos ave,San Francisco,CA,94127,100.0
powder,260 divisadero st,San Francisco,CA,94117,100.0
haight street market,1530 haight st,San Francisco,CA,92672,87.0
vietnam house,642 eddy st,San Francisco,CA,94109,75.0
guckenheimer@wharton,2 harrison st suite 600,San Francisco,CA,94105,100.0
fat angel,1740 o' farrell st,San Francisco,CA,94115,80.0
dosa dosa llc (cart #2),100 post st,San Francisco,CA,94108,100.0
fayala,215 fremont st suite 2b,San Francisco,CA,94105,87.0
5a5 steak lounge,244 jackson st,San Francisco,CA,94111,94.0
afc sushi @ haight street market,1530 haight st,San Francisco,CA,94117,93.0
nan king road bistro,1360 9th ave,San Francisco,CA,94122,90.0
illy caffe sf 200 montgomery,220 montgomery st suite 144 & 148,San Francisco,CA,94104,92.0
cafe picaro,3120 16th st,San Francisco,CA,94103,72.0
presidio gate apartments,2770 lombard st,San Francisco,CA,94123,100.0
sakana bune restaurant,5701 geary blvd,San Francisco,CA,94121,83.0
giordano bros.,3108 16th st,San Francisco,CA,94103,85.0
cow hollow catering,3301 lyon st,San Francisco,CA,94123,90.0
hodala restaurant,5801 geary blvd,San Francisco,CA,94121,92.0
the brick yard,1787 union st,San Francisco,CA,94123,87.0
india clay oven restaurant and bar,2436 clement st,San Francisco,CA,94121,90.0
ocean thai,2545 ocean ave,San Francisco,CA,94132,80.0
bing & boba,1476 haight st,San Francisco,CA,94117,94.0
back room,4601 geary blvd,San Francisco,CA,94118,88.0
sparrow bar and kitchen,1640 haight st,San Francisco,CA,94117,78.0
little skillet,330 ritch st,San Francisco,CA,94107,92.0
cecilia's pizza & restaurant,3515 mission st,San Francisco,CA,94110,69.0
mister jiu's,28 waverly pl,San Francisco,CA,94108,88.0
thomas edison charter academy,3531 22nd st,San Francisco,CA,94114,93.0
new york tobacco,29 grove st,San Francisco,CA,94102,86.0
new delhi restaurant,160 ellis st,San Francisco,CA,94102,82.0
milan,606 geary st,San Francisco,CA,94102,87.0
salama halal meat,604 geary st,San Francisco,CA,94102,100.0
sodexo @ academy of art university,625 polk st 1st floor,San Francisco,CA,94102,98.0
tank 18 winery,1345 howard st,San Francisco,CA,94103,98.0
san francisco cooking school,690 van ness ave,San Francisco,CA,94102,96.0
aux delices vietnam,2327 polk st,San Francisco,CA,94109,77.0
simple pleasures cafe,3434 balboa st,San Francisco,CA,94121,85.0
atami sushi bar & grill,1662 lombard st,San Francisco,CA,94123,94.0
mare island,pier 41,San Francisco,CA,94133,91.0
union larder,1945 hyde st,San Francisco,CA,94109,90.0
la folie,2316 polk st,San Francisco,CA,94109,92.0
mae krua llc,331 cortland st,San Francisco,CA,94110,96.0
frascati,1901 hyde st,San Francisco,CA,94109,96.0
caffe cento,801 powell st,San Francisco,CA,94109,100.0
fruity moto,500 avenue n,San Francisco,CA,94130,96.0
marley's streats,428 11th st,San Francisco,CA,94103,100.0
americana grill & fountain,3532 balboa st,San Francisco,CA,94121,96.0
farm:table,754 post st,San Francisco,CA,94109,100.0
local edition,691 market st,San Francisco,CA,94103,88.0
jane the bakery,1875 geary blvd,San Francisco,CA,94115,92.0
paparikas,645 clay st,San Francisco,CA,94111,86.0
new alternatives,1600 guerrero st,San Francisco,CA,94110,94.0
north point market,3098 polk st,San Francisco,CA,94109,100.0
little henry's,3600 balboa st,San Francisco,CA,94121,94.0
redding elementary school,1421 pine st,San Francisco,CA,94109,96.0
family market,198 broad st,San Francisco,CA,94112,88.0
elixart,1025 market st,San Francisco,CA,94103,88.0
old ship,298 pacific ave,San Francisco,CA,94111,78.0
fisherman's grotto,2847 taylor st,San Francisco,CA,94133,86.0
ming kee restaurant,1548 ocean ave,San Francisco,CA,94112,79.0
the bird,115 new montgomery st,San Francisco,CA,94105,86.0
ritz-carlton sf - bakery,600 stockton st 2nd floor,San Francisco,CA,94108,98.0
ritz-carlton sf - banquet kitchen,600 stockton st 2nd floor,San Francisco,CA,94108,96.0
star bagels,1475 polk st,San Francisco,CA,94109,88.0
buckhorn grills,101 04th st #1060,San Francisco,CA,94103,74.0
the sweet house,3512 balboa st,San Francisco,CA,94121,80.0
pizza express,813 cortland ave,San Francisco,CA,94110,74.0
park tavern,1652 stockton st,San Francisco,CA,94133,87.0
shufat market,3807 24th st,San Francisco,CA,94114,96.0
ichiraku ramen,5336 geray blvd,San Francisco,CA,94121,90.0
the snug,2301 fillmore st,San Francisco,CA,94115,90.0
princess bakery,4617 mission st,San Francisco,CA,94112,68.0
cherry blossom bakery,844 clement st,San Francisco,CA,94118,92.0
city chopsticks,883 bush st,San Francisco,CA,94108,75.0
sun rise deli,54 02nd st,San Francisco,CA,94105,87.0
"caramba, inc",78 02nd st,San Francisco,CA,94105,78.0
cadillac market,499 eddy st,San Francisco,CA,94109,92.0
grill restaurant & lobby bar,125 3rd st.,San Francisco,CA,94103,90.0
st. regis hotel san francisco main kitchen,"125 3rd st., 2nd floor",San Francisco,CA,94103,94.0
cafe cole,609 cole st,San Francisco,CA,94117,79.0
blanc et rouge,2 embarcadero center  street level,San Francisco,CA,94111,94.0
dna pizza,371 11th st,San Francisco,CA,94103,90.0
nande-ya,1737 post st 375,San Francisco,CA,94115,72.0
slim's,333 11th st,San Francisco,CA,94103,94.0
tu lan vietnamese restaurant,8 06th st,San Francisco,CA,94103,84.0
vitrine restaurant,125 3rd st 4th floor,San Francisco,CA,94103,96.0
jackson place cafe - kiosk,633 battery st,San Francisco,CA,94111,98.0
zpizza,833 mission st suite c & d1,San Francisco,CA,94103,94.0
buzzworks,365 11th st,San Francisco,CA,94103,96.0
jackson place cafe - commissary,633 battery st,San Francisco,CA,94111,98.0
mels drive in,2165 lombard st,San Francisco,CA,94123,86.0
shabu house,2608 ocean ave,San Francisco,CA,94132,94.0
guerra quality meats,490 taraval,San Francisco,CA,94116,90.0
7 eleven 2366-20643d,2000 ocean ave,San Francisco,CA,94127,84.0
hahn's hibachi,1710 polk st,San Francisco,CA,94109,86.0
ella's american kitchen on polk,1608 polk st,San Francisco,CA,94109,86.0
wang dae bak,2642  ave,San Francisco,CA,94132,94.0
people's bistro,1419 haight  st,San Francisco,CA,94117,62.0
common sage,1552 polk st,San Francisco,CA,94109,94.0
royal indian cuisine,1740 fillmore st,San Francisco,CA,94115,82.0
scotch bonnet,101 spear st. # a13,San Francisco,CA,94105,83.0
guerra's to go,345 taraval st,San Francisco,CA,94116,100.0
barney's,4138 24th st,San Francisco,CA,94114,96.0
denny's restaurant,495 beach st,San Francisco,CA,94133,98.0
ruth's chris steak house,1700 california st,San Francisco,CA,94109,94.0
silver crest donut shop,340 bayshore blvd,San Francisco,CA,94124,84.0
marufuku ramen,1581 webster st 235,San Francisco,CA,94115,78.0
violet's,2301 clement ave,San Francisco,CA,94121,92.0
samovar tea fm llc,1910 fillmore st,San Francisco,CA,94115,96.0
koh samui & the monkey,415 brannan st,San Francisco,CA,94107,86.0
lahore karahi,612 o'farrell st,San Francisco,CA,94109,76.0
arlequin wine merchant,384 a hayes st,San Francisco,CA,94102,100.0
the beanery inc,1307 09th ave,San Francisco,CA,94122,96.0
pearl,6101 california st,San Francisco,CA,94121,84.0
sasa japanese restaurant,22 peace plaza ste 530,San Francisco,CA,94115,90.0
yank sing,49 stevenson st,San Francisco,CA,94105,81.0
san francisco soup company,451 06th st,San Francisco,CA,94103,94.0
san francisco japan center chocolate chair inc.,1737 post st 383,San Francisco,CA,94115,85.0
hrd coffee shop inc.,521 03rd st a,San Francisco,CA,94107,93.0
taqueria girasol inc,1650 holloway ave,San Francisco,CA,94132,94.0
cafasquared,2748 hyde st,San Francisco,CA,94109,98.0
islavida,1325 fillmore st,San Francisco,CA,94115,90.0
katherine delmar burke school,7070 california st,San Francisco,CA,94121,92.0
jersey,145 02nd st,San Francisco,CA,94105,66.0
new princess market,500 eddy st,San Francisco,CA,94109,75.0
the soapbox cafe,1800 hyde st,San Francisco,CA,94109,100.0
amarena,2162 larkin st,San Francisco,CA,94109,85.0
eagle pizza,1712 taraval st,San Francisco,CA,94116,96.0
the bell,1900 polk st,San Francisco,CA,94109,86.0
upcider,"1160 polk st, 2nd floor",San Francisco,CA,94109,94.0
happy yogurt,503 33rd ave,San Francisco,CA,94121,96.0
auntie anne's pretzels,845 market st space 201,San Francisco,CA,94103,96.0
18 reasons,3674 18th st,San Francisco,CA,94110,92.0
red sea pizza and market,1801 san jose ave,San Francisco,CA,94112,92.0
surisan,505 beach st,San Francisco,CA,94133,94.0
z. cioccolato,474 columbus ave,San Francisco,CA,94133,96.0
crabsters,2800 leavenworth st,San Francisco,CA,94133,98.0
roxie food center,1901 san jose ave.,San Francisco,CA,94112,96.0
heritage,708 clement st,San Francisco,CA,94118,91.0
goldie's oakwood bbq,110 hunters point shipyard,San Francisco,CA,94102,100.0
cafe fiore,3599 24th st,San Francisco,CA,94110,92.0
little saigon deli,131 steuart st,San Francisco,CA,94105,84.0
la oaxaquena bakery and restaurant,2128 mission st,San Francisco,CA,94110,78.0
troje,1500 south van ness ave suite 100,San Francisco,CA,94110,92.0
four star theatre - snack bar,2200 clement st,San Francisco,CA,94118,94.0
kurotaka ramen,103 horne ave,San Francisco,CA,94124,94.0
boulevard,1 mission st,San Francisco,CA,94105,85.0
